"No.","Time","Source","Destination","Protocol","Length","Info"
"2118","2019-02-26 23:51:09.710625","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=562545 Win=156160 Len=0"
"2119","2019-02-26 23:51:09.711072","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=562545 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2120","2019-02-26 23:51:09.712454","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=563965 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2121","2019-02-26 23:51:09.712550","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=565385 Win=156160 Len=0"
"2122","2019-02-26 23:51:09.713329","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=565385 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2123","2019-02-26 23:51:09.715317","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=566805 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2124","2019-02-26 23:51:09.715336","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2125","2019-02-26 23:51:09.715581","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=569645 Win=156160 Len=0"
"2126","2019-02-26 23:51:09.717069","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=569645 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2127","2019-02-26 23:51:09.717182","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=571065 Win=156160 Len=0"
"2128","2019-02-26 23:51:09.717597","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=571065 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2129","2019-02-26 23:51:09.718956","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=572485 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2130","2019-02-26 23:51:09.719061","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=573905 Win=237056 Len=0"
"2131","2019-02-26 23:51:09.719852","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=573905 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2132","2019-02-26 23:51:09.721210","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=575325 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2133","2019-02-26 23:51:09.721304","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=576745 Win=237056 Len=0"
"2134","2019-02-26 23:51:09.721792","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=576745 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2135","2019-02-26 23:51:09.723409","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=578165 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2136","2019-02-26 23:51:09.723496","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=579585 Win=237056 Len=0"
"2137","2019-02-26 23:51:09.724029","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=579585 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2138","2019-02-26 23:51:09.725409","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=581005 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2139","2019-02-26 23:51:09.725499","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=582425 Win=237056 Len=0"
"2140","2019-02-26 23:51:09.726162","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=582425 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2141","2019-02-26 23:51:09.727517","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=583845 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2142","2019-02-26 23:51:09.727619","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=585265 Win=237056 Len=0"
"2143","2019-02-26 23:51:09.728049","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2144","2019-02-26 23:51:09.729398","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=586685 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2145","2019-02-26 23:51:09.729489","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=588105 Win=237056 Len=0"
"2146","2019-02-26 23:51:09.730748","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=588105 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2147","2019-02-26 23:51:09.731395","192.168.1.4","172.217.160.164","UDP","81","57815  >  443 Len=39"
"2148","2019-02-26 23:51:09.731646","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=589525 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2149","2019-02-26 23:51:09.731720","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=590945 Win=237056 Len=0"
"2150","2019-02-26 23:51:09.732316","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=590945 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2151","2019-02-26 23:51:09.733674","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=592365 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2152","2019-02-26 23:51:09.733770","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=593785 Win=237056 Len=0"
"2153","2019-02-26 23:51:09.734380","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=593785 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2154","2019-02-26 23:51:09.735812","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=595205 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2155","2019-02-26 23:51:09.735985","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=596625 Win=237056 Len=0"
"2156","2019-02-26 23:51:09.736917","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=596625 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2157","2019-02-26 23:51:09.738248","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=598045 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2158","2019-02-26 23:51:09.738347","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=599465 Win=237056 Len=0"
"2159","2019-02-26 23:51:09.738831","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=599465 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2160","2019-02-26 23:51:09.740331","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=600885 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2161","2019-02-26 23:51:09.740427","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=602305 Win=237056 Len=0"
"2162","2019-02-26 23:51:09.740837","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2163","2019-02-26 23:51:09.742433","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=603725 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2164","2019-02-26 23:51:09.742535","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=605145 Win=237056 Len=0"
"2165","2019-02-26 23:51:09.742998","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=605145 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2166","2019-02-26 23:51:09.744374","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=606565 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2167","2019-02-26 23:51:09.744474","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=607985 Win=237056 Len=0"
"2168","2019-02-26 23:51:09.745045","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=607985 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2169","2019-02-26 23:51:09.746365","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=609405 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2170","2019-02-26 23:51:09.746459","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=610825 Win=237056 Len=0"
"2171","2019-02-26 23:51:09.747122","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=610825 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2172","2019-02-26 23:51:09.748421","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=612245 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2173","2019-02-26 23:51:09.748529","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=613665 Win=237056 Len=0"
"2174","2019-02-26 23:51:09.749287","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=613665 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2175","2019-02-26 23:51:09.753126","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=615085 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2176","2019-02-26 23:51:09.753130","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=616505 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2177","2019-02-26 23:51:09.753131","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2178","2019-02-26 23:51:09.753261","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=619345 Win=237056 Len=0"
"2179","2019-02-26 23:51:09.753808","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=619345 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2180","2019-02-26 23:51:09.755122","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=620765 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2181","2019-02-26 23:51:09.755222","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=622185 Win=237056 Len=0"
"2182","2019-02-26 23:51:09.755858","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=622185 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2183","2019-02-26 23:51:09.757357","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=623605 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2184","2019-02-26 23:51:09.757445","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=625025 Win=237056 Len=0"
"2185","2019-02-26 23:51:09.758097","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=625025 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2186","2019-02-26 23:51:09.759447","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=626445 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2187","2019-02-26 23:51:09.759540","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=627865 Win=237056 Len=0"
"2188","2019-02-26 23:51:09.760063","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=627865 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2189","2019-02-26 23:51:09.761374","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=629285 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2190","2019-02-26 23:51:09.761481","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=630705 Win=237056 Len=0"
"2191","2019-02-26 23:51:09.762262","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=630705 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2192","2019-02-26 23:51:09.763607","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=632125 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2193","2019-02-26 23:51:09.763698","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=633545 Win=237056 Len=0"
"2194","2019-02-26 23:51:09.764118","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=633545 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2195","2019-02-26 23:51:09.765645","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2196","2019-02-26 23:51:09.765867","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=636385 Win=237056 Len=0"
"2197","2019-02-26 23:51:09.766830","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=636385 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2198","2019-02-26 23:51:09.767579","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=637805 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2199","2019-02-26 23:51:09.767666","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=639225 Win=237056 Len=0"
"2200","2019-02-26 23:51:09.768415","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=639225 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2201","2019-02-26 23:51:09.769714","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=640645 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2202","2019-02-26 23:51:09.769803","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=642065 Win=237056 Len=0"
"2203","2019-02-26 23:51:09.771143","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=642065 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2204","2019-02-26 23:51:09.772167","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=643485 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2205","2019-02-26 23:51:09.772258","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=644905 Win=237056 Len=0"
"2206","2019-02-26 23:51:09.772702","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=644905 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2207","2019-02-26 23:51:09.774089","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=646325 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2208","2019-02-26 23:51:09.774169","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=647745 Win=237056 Len=0"
"2209","2019-02-26 23:51:09.775426","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=647745 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2210","2019-02-26 23:51:09.776166","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=649165 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2211","2019-02-26 23:51:09.776246","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=650585 Win=237056 Len=0"
"2212","2019-02-26 23:51:09.777063","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2213","2019-02-26 23:51:09.778400","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=652005 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2214","2019-02-26 23:51:09.778488","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=653425 Win=237056 Len=0"
"2215","2019-02-26 23:51:09.779252","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=653425 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2216","2019-02-26 23:51:09.780556","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=654845 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2217","2019-02-26 23:51:09.780644","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=656265 Win=237056 Len=0"
"2218","2019-02-26 23:51:09.781242","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=656265 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2219","2019-02-26 23:51:09.782578","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=657685 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2220","2019-02-26 23:51:09.782682","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=659105 Win=237056 Len=0"
"2221","2019-02-26 23:51:09.783248","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=659105 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2222","2019-02-26 23:51:09.784616","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=660525 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2223","2019-02-26 23:51:09.784737","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=661945 Win=237056 Len=0"
"2224","2019-02-26 23:51:09.786669","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=661945 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2225","2019-02-26 23:51:09.786673","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=663365 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2226","2019-02-26 23:51:09.786786","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=664785 Win=237056 Len=0"
"2227","2019-02-26 23:51:09.787548","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=664785 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2228","2019-02-26 23:51:09.794145","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=666205 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2229","2019-02-26 23:51:09.794148","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2230","2019-02-26 23:51:09.794150","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=669045 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2231","2019-02-26 23:51:09.794157","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=670465 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2232","2019-02-26 23:51:09.794159","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=671885 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2233","2019-02-26 23:51:09.794296","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=673305 Win=237056 Len=0"
"2234","2019-02-26 23:51:09.794740","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=673305 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2235","2019-02-26 23:51:09.794743","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=674725 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2236","2019-02-26 23:51:09.794832","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=676145 Win=237056 Len=0"
"2237","2019-02-26 23:51:09.796810","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=676145 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2238","2019-02-26 23:51:09.797296","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=677565 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2239","2019-02-26 23:51:09.797383","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=678985 Win=237056 Len=0"
"2240","2019-02-26 23:51:09.798220","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=678985 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2241","2019-02-26 23:51:09.798231","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"2242","2019-02-26 23:51:09.799681","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=680405 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2243","2019-02-26 23:51:09.799803","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=681825 Win=237056 Len=0"
"2244","2019-02-26 23:51:09.800241","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=681825 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2245","2019-02-26 23:51:09.802871","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"2246","2019-02-26 23:51:09.802882","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data"
"2247","2019-02-26 23:51:09.803090","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=686085 Win=237056 Len=0"
"2248","2019-02-26 23:51:09.803742","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=686085 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2249","2019-02-26 23:51:09.803867","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=687505 Win=237056 Len=0"
"2250","2019-02-26 23:51:09.804864","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=687505 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2251","2019-02-26 23:51:09.806056","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=688925 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2252","2019-02-26 23:51:09.806154","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=690345 Win=237056 Len=0"
"2253","2019-02-26 23:51:09.806678","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=690345 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2254","2019-02-26 23:51:09.808039","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=691765 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2255","2019-02-26 23:51:09.808149","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=693185 Win=237056 Len=0"
"2256","2019-02-26 23:51:09.808752","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2257","2019-02-26 23:51:09.810335","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"2258","2019-02-26 23:51:09.810462","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=696025 Win=237056 Len=0"
"2259","2019-02-26 23:51:09.810905","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=696025 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2260","2019-02-26 23:51:09.812283","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=697445 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2261","2019-02-26 23:51:09.812370","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=698865 Win=237056 Len=0"
"2262","2019-02-26 23:51:09.813628","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=698865 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2263","2019-02-26 23:51:09.814589","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=700285 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2264","2019-02-26 23:51:09.814700","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=701705 Win=237056 Len=0"
"2265","2019-02-26 23:51:09.815145","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=701705 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2266","2019-02-26 23:51:09.816549","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=703125 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2267","2019-02-26 23:51:09.816663","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=704545 Win=237056 Len=0"
"2268","2019-02-26 23:51:09.817237","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=704545 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2269","2019-02-26 23:51:09.818620","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [PSH, ACK] Seq=705965 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"2270","2019-02-26 23:51:09.818778","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3814 Ack=707385 Win=237056 Len=0"
"2271","2019-02-26 23:51:09.819527","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=707385 Ack=3814 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
